Category;Folder;Audio;Video;Arousal_V_Aligned;Arousal_A_Aligned;Arousal_AV_Aligned;Valence_A_Aligned;Valence_V_Aligned;Valence_AV_Aligned;Translated_Text
C3;SAL_C3_S086_P171_VC1_006801_007631;SEWA/SEWAv02/SAL_C3_S086_P171_VC1_006801_007631/SAL_C3_S086_VC1_006801_007631.wav;SAL_C3_S086_P171_VC1_006801_007631.avi;SAL_C3_S086_P171_VC1_006801_007631_Arousal_V_Aligned.csv;SAL_C3_S086_P171_VC1_006801_007631_Arousal_A_Aligned.csv;SAL_C3_S086_P171_VC1_006801_007631_Arousal_AV_Aligned.csv;SAL_C3_S086_P171_VC1_006801_007631_Valence_A_Aligned.csv;SAL_C3_S086_P171_VC1_006801_007631_Valence_V_Aligned.csv;SAL_C3_S086_P171_VC1_006801_007631_Valence_AV_Aligned.csv; So, the advertising spot not yet, but it looks like a pretty industrial advertising spot, as if you would not necessarily sell it to people, but maybe to an investment group. Yes. That's my opinion on it. So would you buy it? Yes, I would. I would buy it. I would buy it.
C1;SVH_C1_S028_P055_VC1_000001_000801;SEWA/SEWAv02/SVH_C1_S028_P055_VC1_000001_000801/SVH_C1_S028_VC1_000001_000801.wav;SVH_C1_S028_P055_VC1_000001_000801.avi;SVH_C1_S028_P055_VC1_000001_000801_Arousal_V_Aligned.csv;SVH_C1_S028_P055_VC1_000001_000801_Arousal_A_Aligned.csv;SVH_C1_S028_P055_VC1_000001_000801_Arousal_AV_Aligned.csv;SVH_C1_S028_P055_VC1_000001_000801_Valence_A_Aligned.csv;SVH_C1_S028_P055_VC1_000001_000801_Valence_V_Aligned.csv;SVH_C1_S028_P055_VC1_000001_000801_Valence_AV_Aligned.csv;Hahahaha, what do you think we are going to say? Let’s discuss the last one. I think the last one is
C6;SVL_C6_S191_P382_VC1_000002_001021;SEWA/SEWAv02/SVL_C6_S191_P382_VC1_000002_001021/SVL_C6_S191_VC1_000002_001021.wav;SVL_C6_S191_P382_VC1_000002_001021.avi;SVL_C6_S191_P382_VC1_000002_001021_Arousal_V_Aligned.csv;SVL_C6_S191_P382_VC1_000002_001021_Arousal_A_Aligned.csv;SVL_C6_S191_P382_VC1_000002_001021_Arousal_AV_Aligned.csv;SVL_C6_S191_P382_VC1_000002_001021_Valence_A_Aligned.csv;SVL_C6_S191_P382_VC1_000002_001021_Valence_V_Aligned.csv;SVL_C6_S191_P382_VC1_000002_001021_Valence_AV_Aligned.csv; Hello, how are you? I'm good. How many people are there? The advertisement? Yes. I don't understand exactly what you want to say, to be honest.
C1;SSD_C1_S022_P044_VC1_003301_004101;SEWA/SEWAv02/SSD_C1_S022_P044_VC1_003301_004101/SSD_C1_S022_VC1_003301_004101.wav;SSD_C1_S022_P044_VC1_003301_004101.avi;SSD_C1_S022_P044_VC1_003301_004101_Arousal_V_Aligned.csv;SSD_C1_S022_P044_VC1_003301_004101_Arousal_A_Aligned.csv;SSD_C1_S022_P044_VC1_003301_004101_Arousal_AV_Aligned.csv;SSD_C1_S022_P044_VC1_003301_004101_Valence_A_Aligned.csv;SSD_C1_S022_P044_VC1_003301_004101_Valence_V_Aligned.csv;SSD_C1_S022_P044_VC1_003301_004101_Valence_AV_Aligned.csv;I don't like the special effects part, I think the special effects part is too fake. Too fake. Moreover, the commonly used techniques in advertisements are quite exaggerated, so I thought that this advertisement could just squeeze in a few examples. It is a bit long and there is no need to include so many examples.
C6;SAL_C6_S166_P331_VC1_007901_008565;SEWA/SEWAv02/SAL_C6_S166_P331_VC1_007901_008565/SAL_C6_S166_VC1_007901_008565.wav;SAL_C6_S166_P331_VC1_007901_008565.avi;SAL_C6_S166_P331_VC1_007901_008565_Arousal_V_Aligned.csv;SAL_C6_S166_P331_VC1_007901_008565_Arousal_A_Aligned.csv;SAL_C6_S166_P331_VC1_007901_008565_Arousal_AV_Aligned.csv;SAL_C6_S166_P331_VC1_007901_008565_Valence_A_Aligned.csv;SAL_C6_S166_P331_VC1_007901_008565_Valence_V_Aligned.csv;SAL_C6_S166_P331_VC1_007901_008565_Valence_AV_Aligned.csv; I think it's better. Nice. There's nothing else? I don't think there's anything else. I would prefer it to be shorter. Yes, shorter. Nice.
C2;SSL_C2_S045_P089_VC1_003601_005081;SEWA/SEWAv02/SSL_C2_S045_P089_VC1_003601_005081/SSL_C2_S045_VC1_003601_005081.wav;SSL_C2_S045_P089_VC1_003601_005081.avi;SSL_C2_S045_P089_VC1_003601_005081_Arousal_V_Aligned.csv;SSL_C2_S045_P089_VC1_003601_005081_Arousal_A_Aligned.csv;SSL_C2_S045_P089_VC1_003601_005081_Arousal_AV_Aligned.csv;SSL_C2_S045_P089_VC1_003601_005081_Valence_A_Aligned.csv;SSL_C2_S045_P089_VC1_003601_005081_Valence_V_Aligned.csv;SSL_C2_S045_P089_VC1_003601_005081_Valence_AV_Aligned.csv; I laughed when there was this part where he got into the tarantula and then he said, there were some words like, but I love the first sight of it. I don't know what the meat is, and I don't know what it's about at first, then it turned out that it's the meat of the chicken. I'll say it's good. Okay.
C1;SAL_C1_S031_P062_VC1_001438_002301;SEWA/SEWAv02/SAL_C1_S031_P062_VC1_001438_002301/SAL_C1_S031_VC1_001438_002301.wav;SAL_C1_S031_P062_VC1_001438_002301.avi;SAL_C1_S031_P062_VC1_001438_002301_Arousal_V_Aligned.csv;SAL_C1_S031_P062_VC1_001438_002301_Arousal_A_Aligned.csv;SAL_C1_S031_P062_VC1_001438_002301_Arousal_AV_Aligned.csv;SAL_C1_S031_P062_VC1_001438_002301_Valence_A_Aligned.csv;SAL_C1_S031_P062_VC1_001438_002301_Valence_V_Aligned.csv;SAL_C1_S031_P062_VC1_001438_002301_Valence_AV_Aligned.csv; I was thinking, the other day I was washing the dishes, and I had to use my hands to open the door. My hands were dirty. It could solve my actual problems. This is my design. to solve my practical problems. This is a creative design.
C3;SAH_C3_S076_P152_VC1_004381_005301;SEWA/SEWAv02/SAH_C3_S076_P152_VC1_004381_005301/SAH_C3_S076_VC1_004381_005301.wav;SAH_C3_S076_P152_VC1_004381_005301.avi;SAH_C3_S076_P152_VC1_004381_005301_Arousal_V_Aligned.csv;SAH_C3_S076_P152_VC1_004381_005301_Arousal_A_Aligned.csv;SAH_C3_S076_P152_VC1_004381_005301_Arousal_AV_Aligned.csv;SAH_C3_S076_P152_VC1_004381_005301_Valence_A_Aligned.csv;SAH_C3_S076_P152_VC1_004381_005301_Valence_V_Aligned.csv;SAH_C3_S076_P152_VC1_004381_005301_Valence_AV_Aligned.csv; At first I thought it was cool, you can open it with your arm and then I thought it would change. So there's nothing new coming. The one function that was applied was underlined. That's true. Yes, man. Absolutely.
C6;SAL_C6_S175_P350_VC1_008159_008663;SEWA/SEWAv02/SAL_C6_S175_P350_VC1_008159_008663/SAL_C6_S175_VC1_008159_008663.wav;SAL_C6_S175_P350_VC1_008159_008663.avi;SAL_C6_S175_P350_VC1_008159_008663_Arousal_V_Aligned.csv;SAL_C6_S175_P350_VC1_008159_008663_Arousal_A_Aligned.csv;SAL_C6_S175_P350_VC1_008159_008663_Arousal_AV_Aligned.csv;SAL_C6_S175_P350_VC1_008159_008663_Valence_A_Aligned.csv;SAL_C6_S175_P350_VC1_008159_008663_Valence_V_Aligned.csv;SAL_C6_S175_P350_VC1_008159_008663_Valence_AV_Aligned.csv; Thank you.
C1;SSD_C1_S001_P002_VC1_002001_002701;SEWA/SEWAv02/SSD_C1_S001_P002_VC1_002001_002701/SSD_C1_S001_VC1_002001_002701.wav;SSD_C1_S001_P002_VC1_002001_002701.avi;SSD_C1_S001_P002_VC1_002001_002701_Arousal_V_Aligned.csv;SSD_C1_S001_P002_VC1_002001_002701_Arousal_A_Aligned.csv;SSD_C1_S001_P002_VC1_002001_002701_Arousal_AV_Aligned.csv;SSD_C1_S001_P002_VC1_002001_002701_Valence_A_Aligned.csv;SSD_C1_S001_P002_VC1_002001_002701_Valence_V_Aligned.csv;SSD_C1_S001_P002_VC1_002001_002701_Valence_AV_Aligned.csv;Well, I think it's too long. Too long. Because the same content is repeated, and then the hands are dirty and it is inconvenient to open the faucet. I think about a quarter is enough,
C5;SSD_C5_S136_P272_VC1_006801_007501;SEWA/SEWAv02/SSD_C5_S136_P272_VC1_006801_007501/SSD_C5_S136_VC1_006801_007501.wav;SSD_C5_S136_P272_VC1_006801_007501.avi;SSD_C5_S136_P272_VC1_006801_007501_Arousal_V_Aligned.csv;SSD_C5_S136_P272_VC1_006801_007501_Arousal_A_Aligned.csv;SSD_C5_S136_P272_VC1_006801_007501_Arousal_AV_Aligned.csv;SSD_C5_S136_P272_VC1_006801_007501_Valence_A_Aligned.csv;SSD_C5_S136_P272_VC1_006801_007501_Valence_V_Aligned.csv;SSD_C5_S136_P272_VC1_006801_007501_Valence_AV_Aligned.csv; Maybe they pressed a little too long in the sense of this. You know, like washing hands, this washing hands, this, I think it was... Most of the product was included in the whole...
C4;SAL_C4_S115_P229_VC1_001101_002000;SEWA/SEWAv02/SAL_C4_S115_P229_VC1_001101_002000/SAL_C4_S115_VC1_001101_002000.wav;SAL_C4_S115_P229_VC1_001101_002000.avi;SAL_C4_S115_P229_VC1_001101_002000_Arousal_V_Aligned.csv;SAL_C4_S115_P229_VC1_001101_002000_Arousal_A_Aligned.csv;SAL_C4_S115_P229_VC1_001101_002000_Arousal_AV_Aligned.csv;SAL_C4_S115_P229_VC1_001101_002000_Valence_A_Aligned.csv;SAL_C4_S115_P229_VC1_001101_002000_Valence_V_Aligned.csv;SAL_C4_S115_P229_VC1_001101_002000_Valence_AV_Aligned.csv; I don't mind. Well, I certainly that last advert was very sort of homely in a sense, with the children's painted hands and dirtiness. And sorry about that.
C1;SSL_C1_S020_P039_VC1_006701_007701;SEWA/SEWAv02/SSL_C1_S020_P039_VC1_006701_007701/SSL_C1_S020_VC1_006701_007701.wav;SSL_C1_S020_P039_VC1_006701_007701.avi;SSL_C1_S020_P039_VC1_006701_007701_Arousal_V_Aligned.csv;SSL_C1_S020_P039_VC1_006701_007701_Arousal_A_Aligned.csv;SSL_C1_S020_P039_VC1_006701_007701_Arousal_AV_Aligned.csv;SSL_C1_S020_P039_VC1_006701_007701_Valence_A_Aligned.csv;SSL_C1_S020_P039_VC1_006701_007701_Valence_V_Aligned.csv;SSL_C1_S020_P039_VC1_006701_007701_Valence_AV_Aligned.csv;I think it's quite creative. It takes you to a kitchen and has a lot of delicious food. I think it's quite attractive. But there is no food. Yes, there are many. None of it was done. There are burgers, which I think are quite...
C2;SSD_C2_S062_P124_VC1_001541_002516;SEWA/SEWAv02/SSD_C2_S062_P124_VC1_001541_002516/SSD_C2_S062_VC1_001541_002516.wav;SSD_C2_S062_P124_VC1_001541_002516.avi;SSD_C2_S062_P124_VC1_001541_002516_Arousal_V_Aligned.csv;SSD_C2_S062_P124_VC1_001541_002516_Arousal_A_Aligned.csv;SSD_C2_S062_P124_VC1_001541_002516_Arousal_AV_Aligned.csv;SSD_C2_S062_P124_VC1_001541_002516_Valence_A_Aligned.csv;SSD_C2_S062_P124_VC1_001541_002516_Valence_V_Aligned.csv;SSD_C2_S062_P124_VC1_001541_002516_Valence_AV_Aligned.csv; I don't like it when they show their whole life as a book. I wouldn't buy that group. I can only get to that group and the team. So, that's why, because I can at least have some experience in it, or some excitement. Nothing.
C5;SAH_C5_S140_P279_VC1_002601_002901;SEWA/SEWAv02/SAH_C5_S140_P279_VC1_002601_002901/SAH_C5_S140_VC1_002601_002901.wav;SAH_C5_S140_P279_VC1_002601_002901.avi;SAH_C5_S140_P279_VC1_002601_002901_Arousal_V_Aligned.csv;SAH_C5_S140_P279_VC1_002601_002901_Arousal_A_Aligned.csv;SAH_C5_S140_P279_VC1_002601_002901_Arousal_AV_Aligned.csv;SAH_C5_S140_P279_VC1_002601_002901_Valence_A_Aligned.csv;SAH_C5_S140_P279_VC1_002601_002901_Valence_V_Aligned.csv;SAH_C5_S140_P279_VC1_002601_002901_Valence_AV_Aligned.csv; It is a necessary product.
C2;SSD_C2_S060_P120_VC1_000467_000955;SEWA/SEWAv02/SSD_C2_S060_P120_VC1_000467_000955/SSD_C2_S060_VC1_000467_000955.wav;SSD_C2_S060_P120_VC1_000467_000955.avi;SSD_C2_S060_P120_VC1_000467_000955_Arousal_V_Aligned.csv;SSD_C2_S060_P120_VC1_000467_000955_Arousal_A_Aligned.csv;SSD_C2_S060_P120_VC1_000467_000955_Arousal_AV_Aligned.csv;SSD_C2_S060_P120_VC1_000467_000955_Valence_A_Aligned.csv;SSD_C2_S060_P120_VC1_000467_000955_Valence_V_Aligned.csv;SSD_C2_S060_P120_VC1_000467_000955_Valence_AV_Aligned.csv; It was a long and exhausting journey. I showed my kids how many different types of people can be in a group.
C1;SVH_C1_S013_P025_VC1_002001_003001;SEWA/SEWAv02/SVH_C1_S013_P025_VC1_002001_003001/SVH_C1_S013_VC1_002001_003001.wav;SVH_C1_S013_P025_VC1_002001_003001.avi;SVH_C1_S013_P025_VC1_002001_003001_Arousal_V_Aligned.csv;SVH_C1_S013_P025_VC1_002001_003001_Arousal_A_Aligned.csv;SVH_C1_S013_P025_VC1_002001_003001_Arousal_AV_Aligned.csv;SVH_C1_S013_P025_VC1_002001_003001_Valence_A_Aligned.csv;SVH_C1_S013_P025_VC1_002001_003001_Valence_V_Aligned.csv;SVH_C1_S013_P025_VC1_002001_003001_Valence_AV_Aligned.csv; I thought it was a cooking commercial. But I think I saw it later. I saw it at the beginning. Because it glows when you press it. But the first three, I really can't understand until I see the last sentence.
C4;SVH_C4_S115_P229_VC1_006051_006550;SEWA/SEWAv02/SVH_C4_S115_P229_VC1_006051_006550/SVH_C4_S115_VC1_006051_006550.wav;SVH_C4_S115_P229_VC1_006051_006550.avi;SVH_C4_S115_P229_VC1_006051_006550_Arousal_V_Aligned.csv;SVH_C4_S115_P229_VC1_006051_006550_Arousal_A_Aligned.csv;SVH_C4_S115_P229_VC1_006051_006550_Arousal_AV_Aligned.csv;SVH_C4_S115_P229_VC1_006051_006550_Valence_A_Aligned.csv;SVH_C4_S115_P229_VC1_006051_006550_Valence_V_Aligned.csv;SVH_C4_S115_P229_VC1_006051_006550_Valence_AV_Aligned.csv; something quite joyful really and not not depressing at all. I wasn't sure what to expect with the fourth one
C5;SVH_C5_S145_P289_VC1_003201_003951;SEWA/SEWAv02/SVH_C5_S145_P289_VC1_003201_003951/SVH_C5_S145_VC1_003201_003951.wav;SVH_C5_S145_P289_VC1_003201_003951.avi;SVH_C5_S145_P289_VC1_003201_003951_Arousal_V_Aligned.csv;SVH_C5_S145_P289_VC1_003201_003951_Arousal_A_Aligned.csv;SVH_C5_S145_P289_VC1_003201_003951_Arousal_AV_Aligned.csv;SVH_C5_S145_P289_VC1_003201_003951_Valence_A_Aligned.csv;SVH_C5_S145_P289_VC1_003201_003951_Valence_V_Aligned.csv;SVH_C5_S145_P289_VC1_003201_003951_Valence_AV_Aligned.csv; I liked it from the ground when my hands were, I don't know, it was like chocolate, I think it was chocolate, but I don't know.
C2;SSL_C2_S044_P087_VC1_004101_005335;SEWA/SEWAv02/SSL_C2_S044_P087_VC1_004101_005335/SSL_C2_S044_VC1_004101_005335.wav;SSL_C2_S044_P087_VC1_004101_005335.avi;SSL_C2_S044_P087_VC1_004101_005335_Arousal_V_Aligned.csv;SSL_C2_S044_P087_VC1_004101_005335_Arousal_A_Aligned.csv;SSL_C2_S044_P087_VC1_004101_005335_Arousal_AV_Aligned.csv;SSL_C2_S044_P087_VC1_004101_005335_Valence_A_Aligned.csv;SSL_C2_S044_P087_VC1_004101_005335_Valence_V_Aligned.csv;SSL_C2_S044_P087_VC1_004101_005335_Valence_AV_Aligned.csv; I don't know. I liked this one the most. It was the most beautiful one, but it was really long. But the music was good too, it was like music was alive. Yeah.
C4;SSL_C4_S111_P221_VC1_004201_004850;SEWA/SEWAv02/SSL_C4_S111_P221_VC1_004201_004850/SSL_C4_S111_VC1_004201_004850.wav;SSL_C4_S111_P221_VC1_004201_004850.avi;SSL_C4_S111_P221_VC1_004201_004850_Arousal_V_Aligned.csv;SSL_C4_S111_P221_VC1_004201_004850_Arousal_A_Aligned.csv;SSL_C4_S111_P221_VC1_004201_004850_Arousal_AV_Aligned.csv;SSL_C4_S111_P221_VC1_004201_004850_Valence_A_Aligned.csv;SSL_C4_S111_P221_VC1_004201_004850_Valence_V_Aligned.csv;SSL_C4_S111_P221_VC1_004201_004850_Valence_AV_Aligned.csv; But see, I would like, I could definitely see a need for that. I wouldn't buy it, but I could tell that my mum probably would, you know, something like a gimmicky thing that she would probably really enjoy having.
C2;SAH_C2_S045_P090_VC1_002801_003385;SEWA/SEWAv02/SAH_C2_S045_P090_VC1_002801_003385/SAH_C2_S045_VC1_002801_003385.wav;SAH_C2_S045_P090_VC1_002801_003385.avi;SAH_C2_S045_P090_VC1_002801_003385_Arousal_V_Aligned.csv;SAH_C2_S045_P090_VC1_002801_003385_Arousal_A_Aligned.csv;SAH_C2_S045_P090_VC1_002801_003385_Arousal_AV_Aligned.csv;SAH_C2_S045_P090_VC1_002801_003385_Valence_A_Aligned.csv;SAH_C2_S045_P090_VC1_002801_003385_Valence_V_Aligned.csv;SAH_C2_S045_P090_VC1_002801_003385_Valence_AV_Aligned.csv; I was like this for the first time. I was like this for the first time. Yeah. I thought it would be nice to have an album like this.
C6;SVL_C6_S188_P376_VC1_004038_004619;SEWA/SEWAv02/SVL_C6_S188_P376_VC1_004038_004619/SVL_C6_S188_VC1_004038_004619.wav;SVL_C6_S188_P376_VC1_004038_004619.avi;SVL_C6_S188_P376_VC1_004038_004619_Arousal_V_Aligned.csv;SVL_C6_S188_P376_VC1_004038_004619_Arousal_A_Aligned.csv;SVL_C6_S188_P376_VC1_004038_004619_Arousal_AV_Aligned.csv;SVL_C6_S188_P376_VC1_004038_004619_Valence_A_Aligned.csv;SVL_C6_S188_P376_VC1_004038_004619_Valence_V_Aligned.csv;SVL_C6_S188_P376_VC1_004038_004619_Valence_AV_Aligned.csv; As soon as it's done, we can do it. The big guys are doing this, while the small ones are doing that. Because logically they can't reach it.
C3;SVL_C3_S086_P172_VC1_004181_004821;SEWA/SEWAv02/SVL_C3_S086_P172_VC1_004181_004821/SVL_C3_S086_VC1_004181_004821.wav;SVL_C3_S086_P172_VC1_004181_004821.avi;SVL_C3_S086_P172_VC1_004181_004821_Arousal_V_Aligned.csv;SVL_C3_S086_P172_VC1_004181_004821_Arousal_A_Aligned.csv;SVL_C3_S086_P172_VC1_004181_004821_Arousal_AV_Aligned.csv;SVL_C3_S086_P172_VC1_004181_004821_Valence_A_Aligned.csv;SVL_C3_S086_P172_VC1_004181_004821_Valence_V_Aligned.csv;SVL_C3_S086_P172_VC1_004181_004821_Valence_AV_Aligned.csv; I don't know if that works that way. That's true. Somehow I think the advertisement was a bit too long, because the concept was already clear the first time that you should touch it. But then with all the examples, I found that a bit too much.
C1;SAL_C1_S007_P013_VC1_001301_002076;SEWA/SEWAv02/SAL_C1_S007_P013_VC1_001301_002076/SAL_C1_S007_VC1_001301_002076.wav;SAL_C1_S007_P013_VC1_001301_002076.avi;SAL_C1_S007_P013_VC1_001301_002076_Arousal_V_Aligned.csv;SAL_C1_S007_P013_VC1_001301_002076_Arousal_A_Aligned.csv;SAL_C1_S007_P013_VC1_001301_002076_Arousal_AV_Aligned.csv;SAL_C1_S007_P013_VC1_001301_002076_Valence_A_Aligned.csv;SAL_C1_S007_P013_VC1_001301_002076_Valence_V_Aligned.csv;SAL_C1_S007_P013_VC1_001301_002076_Valence_AV_Aligned.csv;Well, yes, I think the fourth commercial is quite good. I also think that thing is very useful. Well, yes, and what it says about this product is that it just puts her different people using this.
C2;SAH_C2_S044_P087_VC1_000002_000683;SEWA/SEWAv02/SAH_C2_S044_P087_VC1_000002_000683/SAH_C2_S044_VC1_000002_000683.wav;SAH_C2_S044_P087_VC1_000002_000683.avi;SAH_C2_S044_P087_VC1_000002_000683_Arousal_V_Aligned.csv;SAH_C2_S044_P087_VC1_000002_000683_Arousal_A_Aligned.csv;SAH_C2_S044_P087_VC1_000002_000683_Arousal_AV_Aligned.csv;SAH_C2_S044_P087_VC1_000002_000683_Valence_A_Aligned.csv;SAH_C2_S044_P087_VC1_000002_000683_Valence_V_Aligned.csv;SAH_C2_S044_P087_VC1_000002_000683_Valence_AV_Aligned.csv; Hello! Hi! How did you like the last video? I think it was long, because like the trap itself
C5;SVH_C5_S151_P301_VC1_006501_007001;SEWA/SEWAv02/SVH_C5_S151_P301_VC1_006501_007001/SVH_C5_S151_VC1_006501_007001.wav;SVH_C5_S151_P301_VC1_006501_007001.avi;SVH_C5_S151_P301_VC1_006501_007001_Arousal_V_Aligned.csv;SVH_C5_S151_P301_VC1_006501_007001_Arousal_A_Aligned.csv;SVH_C5_S151_P301_VC1_006501_007001_Arousal_AV_Aligned.csv;SVH_C5_S151_P301_VC1_006501_007001_Valence_A_Aligned.csv;SVH_C5_S151_P301_VC1_006501_007001_Valence_V_Aligned.csv;SVH_C5_S151_P301_VC1_006501_007001_Valence_AV_Aligned.csv; Especially when you tell me stories, mostly popular ones, you are the most confused. Yes, yes. If it was because of your granddaughter,
C4;SSL_C4_S095_P189_VC1_004451_004800;SEWA/SEWAv02/SSL_C4_S095_P189_VC1_004451_004800/SSL_C4_S095_VC1_004451_004800.wav;SSL_C4_S095_P189_VC1_004451_004800.avi;SSL_C4_S095_P189_VC1_004451_004800_Arousal_V_Aligned.csv;SSL_C4_S095_P189_VC1_004451_004800_Arousal_A_Aligned.csv;SSL_C4_S095_P189_VC1_004451_004800_Arousal_AV_Aligned.csv;SSL_C4_S095_P189_VC1_004451_004800_Valence_A_Aligned.csv;SSL_C4_S095_P189_VC1_004451_004800_Valence_V_Aligned.csv;SSL_C4_S095_P189_VC1_004451_004800_Valence_AV_Aligned.csv; So you're saying it's sexist? I am saying it's sexist. Yeah. I can understand that you're saying that. Yeah.
C5;SSL_C5_S140_P280_VC1_000401_000701;SEWA/SEWAv02/SSL_C5_S140_P280_VC1_000401_000701/SSL_C5_S140_VC1_000401_000701.wav;SSL_C5_S140_P280_VC1_000401_000701.avi;SSL_C5_S140_P280_VC1_000401_000701_Arousal_V_Aligned.csv;SSL_C5_S140_P280_VC1_000401_000701_Arousal_A_Aligned.csv;SSL_C5_S140_P280_VC1_000401_000701_Arousal_AV_Aligned.csv;SSL_C5_S140_P280_VC1_000401_000701_Valence_A_Aligned.csv;SSL_C5_S140_P280_VC1_000401_000701_Valence_V_Aligned.csv;SSL_C5_S140_P280_VC1_000401_000701_Valence_AV_Aligned.csv; The first one was great, really tough, really good.
C4;SAH_C4_S126_P251_VC1_007101_008750;SEWA/SEWAv02/SAH_C4_S126_P251_VC1_007101_008750/SAH_C4_S126_VC1_007101_008750.wav;SAH_C4_S126_P251_VC1_007101_008750.avi;SAH_C4_S126_P251_VC1_007101_008750_Arousal_V_Aligned.csv;SAH_C4_S126_P251_VC1_007101_008750_Arousal_A_Aligned.csv;SAH_C4_S126_P251_VC1_007101_008750_Arousal_AV_Aligned.csv;SAH_C4_S126_P251_VC1_007101_008750_Valence_A_Aligned.csv;SAH_C4_S126_P251_VC1_007101_008750_Valence_V_Aligned.csv;SAH_C4_S126_P251_VC1_007101_008750_Valence_AV_Aligned.csv; stop it bye bye jolly Bye bye, Jolly. laughing laughing laughing laughing
C2;SSD_C2_S048_P096_VC1_004264_004849;SEWA/SEWAv02/SSD_C2_S048_P096_VC1_004264_004849/SSD_C2_S048_VC1_004264_004849.wav;SSD_C2_S048_P096_VC1_004264_004849.avi;SSD_C2_S048_P096_VC1_004264_004849_Arousal_V_Aligned.csv;SSD_C2_S048_P096_VC1_004264_004849_Arousal_A_Aligned.csv;SSD_C2_S048_P096_VC1_004264_004849_Arousal_AV_Aligned.csv;SSD_C2_S048_P096_VC1_004264_004849_Valence_A_Aligned.csv;SSD_C2_S048_P096_VC1_004264_004849_Valence_V_Aligned.csv;SSD_C2_S048_P096_VC1_004264_004849_Valence_AV_Aligned.csv; I don't know, I'm just jealous that they would have a mass of meat. And this meat, of course, I don't know how much meat I can eat. But they should create a positive image of a product, and they should make things like this.
C5;SSD_C5_S143_P285_VC1_002401_002651;SEWA/SEWAv02/SSD_C5_S143_P285_VC1_002401_002651/SSD_C5_S143_VC1_002401_002651.wav;SSD_C5_S143_P285_VC1_002401_002651.avi;SSD_C5_S143_P285_VC1_002401_002651_Arousal_V_Aligned.csv;SSD_C5_S143_P285_VC1_002401_002651_Arousal_A_Aligned.csv;SSD_C5_S143_P285_VC1_002401_002651_Arousal_AV_Aligned.csv;SSD_C5_S143_P285_VC1_002401_002651_Valence_A_Aligned.csv;SSD_C5_S143_P285_VC1_002401_002651_Valence_V_Aligned.csv;SSD_C5_S143_P285_VC1_002401_002651_Valence_AV_Aligned.csv; I don't know, it lasted too long.
C1;SAH_C1_S028_P056_VC1_001001_001771;SEWA/SEWAv02/SAH_C1_S028_P056_VC1_001001_001771/SAH_C1_S028_VC1_001001_001771.wav;SAH_C1_S028_P056_VC1_001001_001771.avi;SAH_C1_S028_P056_VC1_001001_001771_Arousal_V_Aligned.csv;SAH_C1_S028_P056_VC1_001001_001771_Arousal_A_Aligned.csv;SAH_C1_S028_P056_VC1_001001_001771_Arousal_AV_Aligned.csv;SAH_C1_S028_P056_VC1_001001_001771_Valence_A_Aligned.csv;SAH_C1_S028_P056_VC1_001001_001771_Valence_V_Aligned.csv;SAH_C1_S028_P056_VC1_001001_001771_Valence_AV_Aligned.csv;I also think that he deliberately wanted to hit that hand so hard, especially when he was stirring that thing, and it was disgusting. It was gross from the start. But I think that water pipe is quite high-end, you know.
C5;SAH_C5_S132_P263_VC1_001151_001601;SEWA/SEWAv02/SAH_C5_S132_P263_VC1_001151_001601/SAH_C5_S132_VC1_001151_001601.wav;SAH_C5_S132_P263_VC1_001151_001601.avi;SAH_C5_S132_P263_VC1_001151_001601_Arousal_V_Aligned.csv;SAH_C5_S132_P263_VC1_001151_001601_Arousal_A_Aligned.csv;SAH_C5_S132_P263_VC1_001151_001601_Arousal_AV_Aligned.csv;SAH_C5_S132_P263_VC1_001151_001601_Valence_A_Aligned.csv;SAH_C5_S132_P263_VC1_001151_001601_Valence_V_Aligned.csv;SAH_C5_S132_P263_VC1_001151_001601_Valence_AV_Aligned.csv; I don't know. I liked the music and the way he put his hands in, it's unreal.
C2;SVH_C2_S062_P123_VC1_003722_004499;SEWA/SEWAv02/SVH_C2_S062_P123_VC1_003722_004499/SVH_C2_S062_VC1_003722_004499.wav;SVH_C2_S062_P123_VC1_003722_004499.avi;SVH_C2_S062_P123_VC1_003722_004499_Arousal_V_Aligned.csv;SVH_C2_S062_P123_VC1_003722_004499_Arousal_A_Aligned.csv;SVH_C2_S062_P123_VC1_003722_004499_Arousal_AV_Aligned.csv;SVH_C2_S062_P123_VC1_003722_004499_Valence_A_Aligned.csv;SVH_C2_S062_P123_VC1_003722_004499_Valence_V_Aligned.csv;SVH_C2_S062_P123_VC1_003722_004499_Valence_AV_Aligned.csv; I was really scared the second time, the third time. The third time? Yes, when the dog stepped off the board and the windows fell down. But that's a little weird, isn't it? and they saw the letters. It was a bit weird, by the way.
